source,target,weight
Marisa Monte,Nação Zumbi,1
Leonardo Gonçalves,Paulo Cesar Baruk,1
Esther Marcos,Marcelo Markes,1
Eli Soares,Álvaro Tito,1
Leonardo Gonçalves,Rosa de Saron,1
Giuseppe Sinopoli,Yevgeny Nesterenko,1
Giuseppe Verdi,Yevgeny Nesterenko,1
Orchester der Deutschen Oper Berlin,Yevgeny Nesterenko,1
Adolphe Adam,John Williams,1
KVSH,Ray X Ben,1
Ray X Ben,Schillist,1
CMK,Knust,1
CMK,Luiz Lins,1
Knust,Luiz Lins,1
ALASKA,Dalsin,1
Duzz,Sobs,1
Peunubeat,Sobs,1
Sobs,Sueth,1
Sobs,UCLÃ,1
Members Of The Wiener Philharmoniker,Richard Wagner,1
Members Of The Wiener Philharmoniker,Sir Georg Solti,1
Members Of The Wiener Philharmoniker,Walter Weller,1
Kawe,Lucas Lucco,1
Richard Wagner,Walter Weller,1
Sir Georg Solti,Walter Weller,1
Daria Hovora,Jules Massenet,1
Daria Hovora,Mischa Maisky,1
Jules Massenet,Mischa Maisky,1
Andris Nelsons,Gewandhausorchester,1
Andris Nelsons,Richard Wagner,1
Gewandhausorchester,Richard Wagner,1
Margherita Rinaldi,Piero Cappuccilli,1
Jennifer Nettles,Josh Groban,1
Celtic Thunder,Paul Byrom,1
Paul Byrom,Ryan Kelly,1
Classic FM Radio Orchestra,Grigor Palikarov,1
Classic FM Radio Orchestra,Rex Richardson,1
Classic FM Radio Orchestra,Tomaso Albinoni,1
Grigor Palikarov,Rex Richardson,1
Grigor Palikarov,Tomaso Albinoni,1
Rex Richardson,Tomaso Albinoni,1
Antonio Pappano,Gabriele Gemignani,1
Antonio Pappano,Gioachino Rossini,1
Antonio Pappano,Orchestra dell'Accademia Nazionale di Santa Cecilia,1
Gabriele Gemignani,Gioachino Rossini,1
Gabriele Gemignani,Orchestra dell'Accademia Nazionale di Santa Cecilia,1
Gioachino Rossini,Orchestra dell'Accademia Nazionale di Santa Cecilia,1
Fernanda Costa,Gioachino Rossini,1
Fernanda Costa,Gloria Banditelli,1
Fernanda Costa,Orchestra del Teatro Comunale di Bologna,1
Fernanda Costa,Riccardo Chailly,1
Gioachino Rossini,Gloria Banditelli,1
Gioachino Rossini,Riccardo Chailly,1
Gloria Banditelli,Orchestra del Teatro Comunale di Bologna,1
Gloria Banditelli,Riccardo Chailly,1
Orchestra del Teatro Comunale di Bologna,Riccardo Chailly,1
Budapest Festival Chorus,Daniela Longhi,1
Budapest Festival Chorus,Franco de Grandis,1
Budapest Festival Chorus,Giuseppe Verdi,1
Budapest Festival Chorus,Hungarian State Opera Orchestra,1
Budapest Festival Chorus,Irina Tchistjakova,1
Budapest Festival Chorus,Janos Tandari,1
Budapest Festival Chorus,Jozsef Mukk,1
Budapest Festival Chorus,Maurizio Frusoni,1
Budapest Festival Chorus,Roberto Servile,1
Budapest Festival Chorus,Sandor Pasztor,1
Budapest Festival Chorus,Will Humburg,1
Budapest Festival Chorus,Zsuzsa Csonka,1
Daniela Longhi,Franco de Grandis,1
Daniela Longhi,Giuseppe Verdi,1
Daniela Longhi,Hungarian State Opera Orchestra,1
Daniela Longhi,Irina Tchistjakova,1
Daniela Longhi,Janos Tandari,1
Daniela Longhi,Jozsef Mukk,1
Daniela Longhi,Maurizio Frusoni,1
Daniela Longhi,Roberto Servile,1
Daniela Longhi,Sandor Pasztor,1
Daniela Longhi,Will Humburg,1
Daniela Longhi,Zsuzsa Csonka,1
Franco de Grandis,Giuseppe Verdi,1
Franco de Grandis,Hungarian State Opera Orchestra,1
Franco de Grandis,Irina Tchistjakova,1
Franco de Grandis,Janos Tandari,1
Franco de Grandis,Jozsef Mukk,1
Franco de Grandis,Maurizio Frusoni,1
Franco de Grandis,Roberto Servile,1
Franco de Grandis,Sandor Pasztor,1
Franco de Grandis,Will Humburg,1
Franco de Grandis,Zsuzsa Csonka,1
Giuseppe Verdi,Hungarian State Opera Orchestra,1
Giuseppe Verdi,Irina Tchistjakova,1
Giuseppe Verdi,Janos Tandari,1
Giuseppe Verdi,Jozsef Mukk,1
Giuseppe Verdi,Maurizio Frusoni,1
Giuseppe Verdi,Roberto Servile,1
Giuseppe Verdi,Sandor Pasztor,1
Giuseppe Verdi,Will Humburg,1
Giuseppe Verdi,Zsuzsa Csonka,1
Hungarian State Opera Orchestra,Irina Tchistjakova,1
Hungarian State Opera Orchestra,Janos Tandari,1
Hungarian State Opera Orchestra,Jozsef Mukk,1
Hungarian State Opera Orchestra,Maurizio Frusoni,1
Hungarian State Opera Orchestra,Roberto Servile,1
Hungarian State Opera Orchestra,Sandor Pasztor,1
Hungarian State Opera Orchestra,Will Humburg,1
Hungarian State Opera Orchestra,Zsuzsa Csonka,1
Irina Tchistjakova,Janos Tandari,1
Irina Tchistjakova,Jozsef Mukk,1
Irina Tchistjakova,Maurizio Frusoni,1
Irina Tchistjakova,Roberto Servile,1
Irina Tchistjakova,Sandor Pasztor,1
Irina Tchistjakova,Will Humburg,1
Irina Tchistjakova,Zsuzsa Csonka,1
Janos Tandari,Jozsef Mukk,1
Janos Tandari,Maurizio Frusoni,1
Janos Tandari,Roberto Servile,1
Janos Tandari,Sandor Pasztor,1
Janos Tandari,Will Humburg,1
Janos Tandari,Zsuzsa Csonka,1
Jozsef Mukk,Maurizio Frusoni,1
Jozsef Mukk,Roberto Servile,1
Jozsef Mukk,Sandor Pasztor,1
Jozsef Mukk,Will Humburg,1
Jozsef Mukk,Zsuzsa Csonka,1
Maurizio Frusoni,Roberto Servile,1
Maurizio Frusoni,Sandor Pasztor,1
Maurizio Frusoni,Will Humburg,1
Maurizio Frusoni,Zsuzsa Csonka,1
Roberto Servile,Sandor Pasztor,1
Roberto Servile,Will Humburg,1
Roberto Servile,Zsuzsa Csonka,1
Sandor Pasztor,Will Humburg,1
Sandor Pasztor,Zsuzsa Csonka,1
Will Humburg,Zsuzsa Csonka,1
Gioachino Rossini,Maria Callas,1
Gioachino Rossini,Orchestra del Maggio Musicale Fiorentino,1
Gioachino Rossini,Tullio Serafin,1
Maria Callas,Orchestra del Maggio Musicale Fiorentino,1
Orchestra del Maggio Musicale Fiorentino,Tullio Serafin,1
Alain Vanzo,Georges Bizet,1
Alain Vanzo,Georges Prêtre,1
Alain Vanzo,Orchestre de l'Opéra National de Paris,1
Alain Vanzo,Paris Opera Orchestra,1
Kawe,OTRAFITTA,1
Kawe,Pedro Lotto,1
KayBlack,Lucas Lucco,1
Giacomo Puccini,Sabin Markov,1
London Philharmonic Orchestra,Sabin Markov,1
Sabin Markov,Wandsworth School Boys Choir,1
Sabin Markov,Zubin Mehta,1
Choeurs D'Enfants Jean Pesneaud,Choeurs Rene Duclos,1
Choeurs D'Enfants Jean Pesneaud,Georges Bizet,1
Choeurs D'Enfants Jean Pesneaud,Georges Prêtre,1
Choeurs D'Enfants Jean Pesneaud,Maria Callas,1
Choeurs D'Enfants Jean Pesneaud,Nicolai Gedda,1
Choeurs D'Enfants Jean Pesneaud,Orchestre de l'Opéra National de Paris,1
Choeurs D'Enfants Jean Pesneaud,Orchestre du Théâtre National de l'Opéra Paris,1
Choeurs D'Enfants Jean Pesneaud,Paris Opera Orchestra,1
Choeurs Rene Duclos,Georges Bizet,1
Choeurs Rene Duclos,Georges Prêtre,1
Choeurs Rene Duclos,Maria Callas,1
Choeurs Rene Duclos,Nicolai Gedda,1
Choeurs Rene Duclos,Orchestre de l'Opéra National de Paris,1
Choeurs Rene Duclos,Orchestre du Théâtre National de l'Opéra Paris,1
Choeurs Rene Duclos,Paris Opera Orchestra,1
KayBlack,OTRAFITTA,1
KayBlack,Pedro Lotto,1
Diane Pilcher,Rolando Villazón,1
Lucas Lucco,OTRAFITTA,1
Orchester Viva Musica!,Patricia Janečková,1
Giacomo Puccini,Sir John Pritchard,1
Kiri Te Kanawa,London Philharmonic Orchestra,1
Kiri Te Kanawa,Sir John Pritchard,1
London Philharmonic Orchestra,Sir John Pritchard,1
La Magnifica Comunità,Nicola Porpora,1
La Magnifica Comunità,Simone Kermes,1
Nicola Porpora,Simone Kermes,1
Armando Garmendi,Humberto Terán,1
Armando Garmendi,Javier Camarena,1
Armando Garmendi,Red Studio,1
Humberto Terán,Javier Camarena,1
Humberto Terán,Red Studio,1
Javier Camarena,Red Studio,1
Jules Massenet,Marcello Viotti,1
Jules Massenet,Teatro la Fenice Orchestra,1
Marcello Viotti,Teatro la Fenice Orchestra,1
Aradia Ensemble,Jean-Baptiste Lully,1
Aradia Ensemble,Kevin Mallon,1
Aradia Ensemble,Mary Enid Haines,1
Aradia Ensemble,Sharla Nafziger,1
Jean-Baptiste Lully,Kevin Mallon,1
Jean-Baptiste Lully,Mary Enid Haines,1
Jean-Baptiste Lully,Sharla Nafziger,1
Kevin Mallon,Mary Enid Haines,1
Kevin Mallon,Sharla Nafziger,1
Mary Enid Haines,Sharla Nafziger,1
Georges Bizet,Samuel Friedmann,1
Alan Gilbert,Andrea Bocelli,1
Alan Gilbert,New York Philharmonic,1
Andrea Bocelli,New York Philharmonic,1
Christian Thielemann,Renée Fleming,1
Christian Thielemann,Robert Stolz,1
Christian Thielemann,Staatskapelle Dresden,1
Renée Fleming,Robert Stolz,1
Renée Fleming,Staatskapelle Dresden,1
Robert Stolz,Staatskapelle Dresden,1
Alexander Rahbari,Georg Tichy,1
Alexander Rahbari,Giuseppe Verdi,1
Alexander Rahbari,Ivica Neshybova,1
Alexander Rahbari,Jozef Spacek,1
Alexander Rahbari,Ladislav Neshyba,1
Alexander Rahbari,Monika Krause,1
Alexander Rahbari,Pavol Maurery,1
Alexander Rahbari,Peter Oswald,1
Alexander Rahbari,Peter Subert,1
Alexander Rahbari,Rannveig Braga,1
Alexander Rahbari,Slovak Philharmonic Chorus,1
Alexander Rahbari,Slovak Radio Symphony Orchestra,1
Alexander Rahbari,Yordy Ramiro,1
Georg Tichy,Giuseppe Verdi,1
Georg Tichy,Ivica Neshybova,1
Georg Tichy,Jozef Spacek,1
Georg Tichy,Ladislav Neshyba,1
Georg Tichy,Monika Krause,1
Georg Tichy,Pavol Maurery,1
Georg Tichy,Peter Oswald,1
Georg Tichy,Peter Subert,1
Georg Tichy,Rannveig Braga,1
Georg Tichy,Slovak Philharmonic Chorus,1
Georg Tichy,Slovak Radio Symphony Orchestra,1
Georg Tichy,Yordy Ramiro,1
Giuseppe Verdi,Ivica Neshybova,1
Giuseppe Verdi,Jozef Spacek,1
Giuseppe Verdi,Ladislav Neshyba,1
Giuseppe Verdi,Monika Krause,1
Giuseppe Verdi,Pavol Maurery,1
Giuseppe Verdi,Peter Oswald,1
Giuseppe Verdi,Peter Subert,1
Giuseppe Verdi,Rannveig Braga,1
Giuseppe Verdi,Slovak Philharmonic Chorus,1
Giuseppe Verdi,Slovak Radio Symphony Orchestra,1
Giuseppe Verdi,Yordy Ramiro,1
Ivica Neshybova,Jozef Spacek,1
Ivica Neshybova,Ladislav Neshyba,1
Ivica Neshybova,Monika Krause,1
Ivica Neshybova,Pavol Maurery,1
Ivica Neshybova,Peter Oswald,1
Ivica Neshybova,Peter Subert,1
Ivica Neshybova,Rannveig Braga,1
Ivica Neshybova,Slovak Philharmonic Chorus,1
Ivica Neshybova,Slovak Radio Symphony Orchestra,1
Ivica Neshybova,Yordy Ramiro,1
Jozef Spacek,Ladislav Neshyba,1
Jozef Spacek,Monika Krause,1
Jozef Spacek,Pavol Maurery,1
Jozef Spacek,Peter Oswald,1
Jozef Spacek,Peter Subert,1
Jozef Spacek,Rannveig Braga,1
Jozef Spacek,Slovak Philharmonic Chorus,1
Jozef Spacek,Slovak Radio Symphony Orchestra,1
Jozef Spacek,Yordy Ramiro,1
Ladislav Neshyba,Monika Krause,1
Ladislav Neshyba,Pavol Maurery,1
Ladislav Neshyba,Peter Oswald,1
Ladislav Neshyba,Peter Subert,1
Ladislav Neshyba,Rannveig Braga,1
Ladislav Neshyba,Slovak Philharmonic Chorus,1
Ladislav Neshyba,Slovak Radio Symphony Orchestra,1
Ladislav Neshyba,Yordy Ramiro,1
Monika Krause,Pavol Maurery,1
Monika Krause,Peter Oswald,1
Monika Krause,Peter Subert,1
Monika Krause,Rannveig Braga,1
Monika Krause,Slovak Philharmonic Chorus,1
Monika Krause,Slovak Radio Symphony Orchestra,1
Monika Krause,Yordy Ramiro,1
Pavol Maurery,Peter Oswald,1
Pavol Maurery,Peter Subert,1
Pavol Maurery,Rannveig Braga,1
Pavol Maurery,Slovak Philharmonic Chorus,1
Pavol Maurery,Slovak Radio Symphony Orchestra,1
Pavol Maurery,Yordy Ramiro,1
Peter Oswald,Peter Subert,1
Peter Oswald,Rannveig Braga,1
Peter Oswald,Slovak Philharmonic Chorus,1
Peter Oswald,Slovak Radio Symphony Orchestra,1
Peter Oswald,Yordy Ramiro,1
Peter Subert,Rannveig Braga,1
Peter Subert,Slovak Philharmonic Chorus,1
Peter Subert,Slovak Radio Symphony Orchestra,1
Peter Subert,Yordy Ramiro,1
Rannveig Braga,Slovak Philharmonic Chorus,1
Rannveig Braga,Slovak Radio Symphony Orchestra,1
Rannveig Braga,Yordy Ramiro,1
Slovak Philharmonic Chorus,Slovak Radio Symphony Orchestra,1
Slovak Philharmonic Chorus,Yordy Ramiro,1
Slovak Radio Symphony Orchestra,Yordy Ramiro,1
Gustav Kuhn,Richard Wagner,1
Ensemble Pygmalion,Jean-Philippe Rameau,1
Jean-Philippe Rameau,Raphael Pichon,1
Giacomo Puccini,Luis Cobos,1
Giacomo Puccini,Royal Philharmonic Orchestra,1
Luis Cobos,Plácido Domingo,1
Luis Cobos,Royal Philharmonic Orchestra,1
Plácido Domingo,Royal Philharmonic Orchestra,1
Jules Massenet,Richard Bonynge,1
Jean-Philippe Rameau,Jordi Savall,1
Jean-Philippe Rameau,Le Concert Des Nations,1
Jordi Savall,Le Concert Des Nations,1
Il Volo,Marcello Rota,1
Il Volo,Ruggero Leoncavallo,1
Marcello Rota,Ruggero Leoncavallo,1
José Carreras,Robert Farnon And His Orchestra,1
Elisabeth Vidal,Georges Bizet,1
Elisabeth Vidal,Michel Plasson,1
Elisabeth Vidal,Orchestre National Du Capitole De Toulouse,1
Elisabeth Vidal,Wolff,1
Luciano Pavarotti,Pier Francesco Poli,1
Luciano Pavarotti,Piero de Palma,1
Luciano Pavarotti,Tom Krause,1
Giuseppe Verdi,Herbert von Karajan,1
Herbert von Karajan,Maria Callas,1
Herbert von Karajan,Milano,1
Herbert von Karajan,Orchestra Del Teatro Alla Scala,1
Georges Bizet,Jane Berbié,1
Georges Bizet,Nadine Sautereau,1
Georges Prêtre,Jane Berbié,1
Georges Prêtre,Nadine Sautereau,1
Jane Berbié,Maria Callas,1
Jane Berbié,Nadine Sautereau,1
Jane Berbié,Orchestre de l'Opéra National de Paris,1
Maria Callas,Nadine Sautereau,1
Nadine Sautereau,Orchestre de l'Opéra National de Paris,1
Lucas Lucco,Pedro Lotto,1
Lucas Lucco,Vulgo FK,1
OTRAFITTA,Pedro Lotto,1
OTRAFITTA,Vulgo FK,1
Dow Raiz,Lino Krizz,1
Fernandinho,Rodrigo Azevedo,1
André Aquino,Central 3,1
Anderson Freire,Marcos Freire,1
FBC,Mariana Cavanellas,1
FBC,VHOOR,1
Mariana Cavanellas,VHOOR,1
Bagua Records,CMK,1
CMK,Major RD,1
CMK,Xamã,1
Major RD,Xamã,1
Giuseppe Verdi,Wiener Opernorchester,1
Luciano Pavarotti,Wiener Opernorchester,1
Nicola Rescigno,Wiener Opernorchester,1
Anna Netrebko,Diane Pilcher,1
Anna Netrebko,Dritan Luca,1
Fraternidade São João Paulo II,Ir. Samuel Maria,1
Carlo Rizzi,Dritan Luca,1
MORADA,Rapha Gonçalves,1
Diane Pilcher,Dritan Luca,1
Diane Pilcher,Thomas Hampson,1
Dritan Luca,Giuseppe Verdi,1
Dritan Luca,Thomas Hampson,1
Dritan Luca,Wiener Philharmoniker,1
Gabriell Júnior,Jhonas Serra,1
André Aquino,Marcelo Markes,1
Gioachino Rossini,Leonard Bernstein,1
Gioachino Rossini,New York Philharmonic,1
Leonard Bernstein,New York Philharmonic,1
Luciano Pavarotti,The Corrs,1
Josh Groban,Ladysmith Black Mambazo,1
Amaury Vassili,Mike Brant,1
Andrea Griminelli,Luciano Pavarotti,1
Andrea Griminelli,Orchestra Del Teatro Dell'Opera Di Roma,1
Andrea Griminelli,Orchestra del Maggio Musicale Fiorentino,1
Andrea Griminelli,Zubin Mehta,1
Andrea Bocelli,Gaetano Donizetti,1
Andrea Bocelli,Moscow Radio Symphony Orchestra,1
Andrea Bocelli,Vladimir Fedoseyev,1
Gaetano Donizetti,Moscow Radio Symphony Orchestra,1
Gaetano Donizetti,Vladimir Fedoseyev,1
Moscow Radio Symphony Orchestra,Vladimir Fedoseyev,1
Charles Gounod,Nadine Sierra,1
Charles Gounod,Orchestra Sinfonica Nazionale della Rai,1
Charles Gounod,Riccardo Frizza,1
Nadine Sierra,Orchestra Sinfonica Nazionale della Rai,1
Nadine Sierra,Riccardo Frizza,1
Orchestra Sinfonica Nazionale della Rai,Riccardo Frizza,1
Bruno de Sá,Francesco Corti,1
Bruno de Sá,Gioacchino Cocchi,1
Bruno de Sá,Il Pomo D'oro,1
Francesco Corti,Gioacchino Cocchi,1
Francesco Corti,Il Pomo D'oro,1
Gioacchino Cocchi,Il Pomo D'oro,1
Nando Reis,Samuel Rosa,1
Gaetano Donizetti,Il Volo,1
Gaetano Donizetti,Plácido Domingo,1
Paloma San Basilio,Plácido Domingo,1
Dame Joan Sutherland,Marilyn Horne,1
Dame Joan Sutherland,New York City Opera Orchestra,1
Giuseppe Verdi,Marilyn Horne,1
Giuseppe Verdi,New York City Opera Orchestra,1
Bomsori,Giancarlo Guerrero,1
Bomsori,Jules Massenet,1
Bomsori,NFM Wrocław Philharmonic,1
Giancarlo Guerrero,Jules Massenet,1
Giancarlo Guerrero,NFM Wrocław Philharmonic,1
Jules Massenet,NFM Wrocław Philharmonic,1
Alan Mallach,Cheri Rose Katz,1
Alan Mallach,Giacomo Puccini,1
Cheri Rose Katz,Giacomo Puccini,1
Giacomo Puccini,Renaud Capuçon,1
Ewa Malas Godlewska,José Cura,1
Carl Millöcker,Rudolf Schock,1
Carl Millöcker,Werner Eisbrenner,1
Rudolf Schock,Werner Eisbrenner,1
Celtic Thunder,Michael O’Dwyer,1
Michael O’Dwyer,Neil Byrne,1
Bogdan Mihai,Lara Fabian,1
Amilcare Ponchielli,Gothenburg Symphony Orchestra,1
Amilcare Ponchielli,Neeme Järvi,1
Charles Lecocq,Konstantin Mortensen,1
Richard Wagner,Wiener Philharmoniker,1
Anna Netrebko,Emmanuel Villaume,1
Anna Netrebko,PKF – Prague Philharmonia,1
Emmanuel Villaume,PKF – Prague Philharmonia,1
Alberto Erede,Giuseppe Verdi,1
Alberto Erede,Mario del Monaco,1
Alberto Erede,Orchestra dell'Accademia Nazionale di Santa Cecilia,1
Giuseppe Verdi,Mario del Monaco,1
Eyshila,Fernandinho,1
Mario del Monaco,Orchestra dell'Accademia Nazionale di Santa Cecilia,1
Coro Ghislieri,Cristiano Gaudio,1
Coro Ghislieri,Deniel Perer,1
Coro Ghislieri,Francesco Corti,1
Coro Ghislieri,Gioachino Rossini,1
Coro Ghislieri,Giulio Prandi,1
Cristiano Gaudio,Deniel Perer,1
Cristiano Gaudio,Francesco Corti,1
Cristiano Gaudio,Gioachino Rossini,1
Cristiano Gaudio,Giulio Prandi,1
Deniel Perer,Francesco Corti,1
Deniel Perer,Gioachino Rossini,1
Deniel Perer,Giulio Prandi,1
Francesco Corti,Gioachino Rossini,1
Francesco Corti,Giulio Prandi,1
Gioachino Rossini,Giulio Prandi,1
Giovanni Antonini,Paolo Grazzi,1
Giovanni Antonini,Tomaso Albinoni,1
Il Giardino Armonico,Paolo Grazzi,1
Il Giardino Armonico,Tomaso Albinoni,1
Paolo Grazzi,Tomaso Albinoni,1
Georges Bizet,Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson,1
Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson,Michel Plasson,1
Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson,Orchestre National Du Capitole De Toulouse,1
Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson,Wolff,1
Jean-Philippe Rameau,Les Arts Florissants,1
Jean-Philippe Rameau,William Christie,1
Les Arts Florissants,William Christie,1
Carlo Rizzi,Orchestra dell'Accademia Nazionale di Santa Cecilia,1
Carlo Rizzi,Rizzi,1
Giuseppe Verdi,Rizzi,1
Orchestra dell'Accademia Nazionale di Santa Cecilia,Rizzi,1
Chor der Deutschen Oper Berlin,Plácido Domingo,1
Giuseppe Sinopoli,Plácido Domingo,1
Orchester der Deutschen Oper Berlin,Plácido Domingo,1
Giacomo Puccini,James Conlon,1
Giacomo Puccini,Ying Huang,1
James Conlon,Ying Huang,1
Julio Iglesias,Nana Mouskouri,1
Andrea Bocelli,Josh Groban,1
Antonio Caldara,Cecilia Bartoli,1
Antonio Caldara,Les Musiciens du Louvre,1
Antonio Caldara,Marc Minkowski,1
Cecilia Bartoli,Les Musiciens du Louvre,1
Cecilia Bartoli,Marc Minkowski,1
Avantasia,Ralf Scheepers,1
London Session Orchestra,Lulu,1
London Session Orchestra,Nick Ingman,1
London Session Orchestra,Russell Watson,1
Lulu,Nick Ingman,1
Lulu,Russell Watson,1
Nick Ingman,Russell Watson,1
Lesley Garrett,Philip Ellis,1
Bryn Terfel,Czech Philharmonic Orchestra,1
Bryn Terfel,Joseph Calleja,1
Bryn Terfel,Paul Bateman,1
Czech Philharmonic Orchestra,Joseph Calleja,1
Czech Philharmonic Orchestra,Paul Bateman,1
Joseph Calleja,Paul Bateman,1
Alison Alty,Anthony Camden,1
Alison Alty,John Georgiadis,1
Alison Alty,London Virtuosi,1
Alison Alty,Tomaso Albinoni,1
Anthony Camden,John Georgiadis,1
Anthony Camden,London Virtuosi,1
Anthony Camden,Tomaso Albinoni,1
John Georgiadis,London Virtuosi,1
John Georgiadis,Tomaso Albinoni,1
London Virtuosi,Tomaso Albinoni,1
Academy of St. Martin in the Fields,Joshua Bell,1
Academy of St. Martin in the Fields,Jules Massenet,1
Academy of St. Martin in the Fields,Michael Stern,1
Joshua Bell,Jules Massenet,1
Joshua Bell,Michael Stern,1
Jules Massenet,Michael Stern,1
Franz Lehár,Karita Mattila,1
Franz Lehár,London Philharmonic Orchestra,1
Franz Lehár,Yutaka Sado,1
Karita Mattila,London Philharmonic Orchestra,1
Karita Mattila,Yutaka Sado,1
London Philharmonic Orchestra,Yutaka Sado,1
Amy Wadge,Michael Ball,1
Alessandro Scarlatti,Cologne Chamber Orchestra,1
Alessandro Scarlatti,Helmut Muller-Bruhl,1
Alessandro Scarlatti,Maya Boog,1
Cologne Chamber Orchestra,Helmut Muller-Bruhl,1
Cologne Chamber Orchestra,Maya Boog,1
Helmut Muller-Bruhl,Maya Boog,1
Juan Antonio Alvares Parejo,Teresa Berganza,1
Gyorgy Vashegyi,Lóránt Najbauer,1
Gyorgy Vashegyi,Purcell Choir,1
Jean-Philippe Rameau,Lóránt Najbauer,1
Jean-Philippe Rameau,Purcell Choir,1
Lóránt Najbauer,Orfeo Orchestra,1
Lóránt Najbauer,Purcell Choir,1
Orfeo Orchestra,Purcell Choir,1
Paris Symphony Orchestra,Roberto Alagna,1
Paris Symphony Orchestra,Yvan Cassar,1
Cecilia Bartoli,International Chamber Vocalists,1
Cecilia Bartoli,Orchestra La Scintilla,1
Giovanni Antonini,International Chamber Vocalists,1
Giovanni Antonini,Orchestra La Scintilla,1
Giovanni Antonini,Vincenzo Bellini,1
International Chamber Vocalists,Orchestra La Scintilla,1
International Chamber Vocalists,Vincenzo Bellini,1
Orchestra La Scintilla,Vincenzo Bellini,1
Carlo Bergonzi,Ettore Bastianini,1
Carlo Bergonzi,Renata Tebaldi,1
Ettore Bastianini,Giacomo Puccini,1
Ettore Bastianini,Orchestra dell'Accademia Nazionale di Santa Cecilia,1
Ettore Bastianini,Renata Tebaldi,1
Ettore Bastianini,Tullio Serafin,1
Giacomo Puccini,Renata Tebaldi,1
Orchestra dell'Accademia Nazionale di Santa Cecilia,Renata Tebaldi,1
Renata Tebaldi,Tullio Serafin,1
Anna Netrebko,Bavarian Radio Symphony Orchestra,1
Anna Netrebko,Bertrand de Billy,1
Anna Netrebko,Boaz Daniel,1
Anna Netrebko,Giacomo Puccini,1
Bavarian Radio Symphony Orchestra,Bertrand de Billy,1
Bavarian Radio Symphony Orchestra,Boaz Daniel,1
Bavarian Radio Symphony Orchestra,Giacomo Puccini,1
Bavarian Radio Symphony Orchestra,Rolando Villazón,1
Bertrand de Billy,Boaz Daniel,1
Bertrand de Billy,Giacomo Puccini,1
Bertrand de Billy,Rolando Villazón,1
Boaz Daniel,Giacomo Puccini,1
Boaz Daniel,Rolando Villazón,1
Giacomo Puccini,Rolando Villazón,1
Arnaldo Antunes,Nando Reis,1
Giacomo Puccini,Sir Colin Davis,1
Montserrat Caballé,Orchestra of the Royal Opera House,1
Montserrat Caballé,Sir Colin Davis,1
Nando Reis,Pitty,1
Giacomo Puccini,Oliviero de Fabritiis,1
Fabio Brazza,Vitin,1
Vitin,Vulto,1
Phil Coulter,Trad Arr,1
Giacomo Meyerbeer,Luciano Pavarotti,1
Giacomo Meyerbeer,National Philharmonic Orchestra,1
Giacomo Meyerbeer,Oliviero de Fabritiis,1
Giuseppe Verdi,Milan La Scala Chorus,1
Giuseppe Verdi,Tullio Serafin,1
Maria Callas,Milan La Scala Chorus,1
Milan La Scala Chorus,Milano,1
Milan La Scala Chorus,Orchestra Del Teatro Alla Scala,1
Milan La Scala Chorus,Tullio Serafin,1
Claudio Abbado,Georges Bizet,1
Claudio Abbado,Plácido Domingo,1
Claudio Abbado,Teresa Berganza,1
Georges Bizet,Plácido Domingo,1
Georges Bizet,Teresa Berganza,1
London Symphony Orchestra,Plácido Domingo,1
London Symphony Orchestra,Teresa Berganza,1
Plácido Domingo,Teresa Berganza,1
Georges Bizet,Quatuor Zaïde,1
Georges Bizet,Théophile Alexandre,1
Alfredo Kraus,Gianandrea Gavazzeni,1
Alfredo Kraus,Giuseppe Verdi,1
Alfredo Kraus,Orchestra del Maggio Musicale Fiorentino,1
Gianandrea Gavazzeni,Giuseppe Verdi,1
Gianandrea Gavazzeni,Orchestra del Maggio Musicale Fiorentino,1
Giuseppe Verdi,Orchestra del Maggio Musicale Fiorentino,1
Groove Delight,Samantha Machado,1
Berliner Philharmoniker,José Carreras,1
Berliner Philharmoniker,Schoeneberger Saengerknaben,1
Chor der Deutschen Oper Berlin,Heinz Zednik,1
Chor der Deutschen Oper Berlin,José Carreras,1
Chor der Deutschen Oper Berlin,Ruggero Raimondi,1
Chor der Deutschen Oper Berlin,Schoeneberger Saengerknaben,1
